ID,Sikayet Icerigi
4330,"Aydın ilinde bir cafem var, aydemin kalitesiz altyapısı, plansız kesintileri ve faz problemleri sebebiyle sürekli olarak makineler kısa devre yaptırılıyor. Milyonlarca tl harcanan makinelerin ömrü kısalıyor ve elektrik kesintileri müşteri kaybına sebep oluyor. Kaç kere arasam da nereden şikayet açsam da yetkililere ulaşım sağlanmıyor. 5 ayda beni 10 yıl yaşlandırdı bu firma."
4331,"Tüketici Hakları heyetinden gelen yeni cihaz kararım 40 gün olmasına rağmen hala beklemede dönüş olmadı ve aradığımda ilk sıradayım ve ilk müsait temsilci beni yanıtlayacaktır diyerek saatlerce telefonda bekletiyor cevap veren yok! Bilgilendirme mesajı yok bu ne ilgisizliktir. Hiçbir şikayeti çözemeyen, aradığımızda hiç muhatap bulamadığım bir firma. Xiaomi gibi bir firmanın nasıl çalıştığına anlam veremiyorum."
4332,"Hepsiburada resmi satıcısından güvenerek aldığım, yıllardır kullanmakta olduğum Dior Sauvage 100ml EDP parfümde çok net söylüyorum bir anormallik var. Kalıcılığı yarım saat bile değil. Parfüm ne tende kalıyor ne de kıyafette. İadesini talep ediyorum."
4333,Hepsiburada. Com dan aldığım araç içi yatağın 27/06/2024 Sürat Kargo'ya verdiğini kargomun 29/06/2024 adresime teslim edileceğini kargo takip yazdığı halde Sakarya dağıtımda beklediğimi Sürat Kargo müşteri hizmetlerini ve Hepsiburada müşteri hizmetlerini aradığımda aciliyet oluşturduklarını yazdığı halde bana dönüş olmadığını görüyorum. Benim bu mağduriyetimi Sürat Kargo ne zaman çözecek acaba
4334,"30 Haziran 2024 tarihinde getir Çarşı kategorisindeki bir manavdan sipariş verdim. Siparişim hem eksik hem de çok kötü paketlenerek gönderildi. Kuryeye bu şekilde kabul etmeyeceğimi söylediğimde geri götüremeyeceğini ve işletmeyi de getir müşteri hizmetlerine şikayet etmemi belirtti. Canlı destekten yardım alamadan sohbet kapatıldı ve bunun üzerine işletmeyi aradım, tartışma gerçekleşti. Bana kendilerinin eksik ürünü olmadığı için çıkardıklarını fakat getir tarafınca sisteme düşmediğini söyledi. Bunun üzerine bu kez de müşteri hizmetlerini aradım ve Kader isimli temsilciyle görüştüm. Durumu anlattım ve tüm ürünlerin iadesini talep ettim. Ayrıca işletmeden şikayetçi olduğumu da belirttim. Konuyla ilgili kayıt oluşturduğunu, getir tarafından iade konusunda tekrar aranacağımı söyledi fakat iki gün geçmesine rağmen ne arayan oldu ne de iade yapıldı. Böyle isim yapmış bir platformun bu kadar kötü çalışması inanılır gibi değil. Konuyla ilgili ivedi şekilde açıklama ve çözüm bekliyorum."
4335,"Garanti Bankası'nın kredi kart aidatı 678.50 TL. Bu sebepten kartımı iptal ettim ve kınıyorum. Çağrı merkezi ile araç kullanırken şikayetimi dikkate alıp müsait olduğum zamanda arasınlar diyorum, ısrarlı bir şekilde telefonu açık tutuyorlar. Bana olan tekliflerden bahsediliyor, videosunu çektim onu sosyal medya platformunda paylaşacağım."
4336,"Mayıs ayının sonunda iki adet ayakkabı sipariş ettim. Ürünü yoğunluk var deyip 15 günde yolladılar. Ayakkabının biri küçük geldi. İade ettim, değişim haziran 12'de ellerine geçen ürünü yine yoğunluk var deyip hâlâ bekletiyorlar. Cumaya kadar ürünüm kargolanmazsa savcılığa suç duyurusunda bulunacağım."
4337,"İpekyol'dan 13.06.2024 tarihinde toplam 8 parça ürün alışverişi yaptım. Bana 2 ayrı kargo firmasıyla 20.06.2024 tarihinde ürünlerim bir kargoyla 1 parça diğer kargoyla 4 parça olarak teslim edildi. 10 gündür iletişim kuruyorum hem İpekyol'la hem de kargocularla fakat ürünlerimin eksik olmadığını teslim edildiğini söylüyorlar. Ben de üründe yok para da. Bu mağduriyetimin hemen son bulmasını diliyorum. Ya ürünlerimi yollamalılar ya da paramı geri vermeliler. Gerçekten böyle bir durum görmedim. İpekyol'dan beklenmedik bir durumdu, beni hayal kırıklığına uğrattı. Acilen sorunumun çözülmesini talep ediyorum!"
4338,"Özel sağlık Hastanesinin önünde bulunan ve ücretli olan otoparkta yer bulmak adeta imkansız, çevrede zaten yer bulamıyoruz. İşimizi hızla halletmek için özel hastaneye gidiyoruz yarım saat park yeri arıyoruz. Bu duruma acilen çözüm bulunması gerekiyor"
4339,"Anında bakiye hesabıma faturama yansıtarak 819 TL limit yükledim fakat bu parayı ne sanal karta çekebildim, ne bir yerde kullanabildim, ne de iptal edebildim. Müşteri temsilcisine bağlanmak istediğimde de Tobi'ye aktarıp durdu, hiçbir şekilde müşteri temsilcisine bağlamadı. Bu ücretin geri iadesini talep ediyorum."
4340,Marys Ajans bugün bu yerden arayıp üye olmuşsunuz. Eğer üyeliğinizi iptal ettirirseniz 5000 TL gibi bir rakam çıkarttı. Yok paket alırsanız 6 aylık 1000 TL istedi. T.C. adresime kadar söyledi. Ben böyle bir yere üye falan olmadım. Ne yapmam lazım? Bana acil yardım edecek biri var mı acaba? Şimdiden teşekkür ediyorum.
4341,"Bozulan aracımızı Toyana çektirdik, sadece arıza tespiti için 3000 TL istediler. Arıza tespitinde baskı balata vites değişim kutusu komple 50.000 TL para çıkardılar. Balatalar bir hafta önce değişmişti. Bir parçanın yurt dışından geleceğini ve 3-4 hafta süreceğini söylediler. Aslında tam bakmadan komple tüm parçaları değiştirmeyi tercih etmişler. Arızalı araç olduğu için ikame araç da alamıyorum. Bunlardan bazıları olmazsa olmaz mı, yoksa çalışmaz mı dediler. Çıkardıkları çok fazla para dolayısıyla ve baştan savma tüm parçaları değiştirmek gerek deyip arıza analizini yapmadıkları için orada yaptırmak istemedik. Arabayı alıp başka yere götürmeye bir gittik, araba çalışıyor. Hiçbir şey yapmadan tespit adı altında 3000 TL verdik. Başka ustaya götürdük, inceliyor şu anda. Toyan bitmiş."
4342,"27 Mart 2024'te Ankara Keçiören Zafer Belek İstikbal mağazasından, koltuk takımı alındı. Bizimle ilgilenen M***** hanıma renklerinin 2 berjer 1 üçlünün gri renkte, diğer üçlünün ise lacivert renkte olacağı söylendi ve ödeme yapıldıktan sonra siparişi verildi. Mayıs 14'te koltuklar tarafımıza ulaştı fakat 2 berjer farklı renkte çıktı, renkler uyumsuzdu. Koltukları getiren servise aynı renkte olmadığını söylediğimizde ise bize ""yanlış görüyorsunuz"" dendi ve teslim ettikten sonra imza attırıp hemen gittiler. Biz koltukların fotoğrafını çekip aldığımız mağazayı arayıp durumu anlattık fakat koltukları kabul ettirmeye çalıştılar bizim ısrarlarımız üzerine 17 Mayıs'ta zorla yanlış renkte gelen berjerleri evden aldırdık ve istediğimiz renkteki berjerlerin erken gelmesi için talepte bulunduk. O günden bugüne hiçbir bilgi alamıyoruz kimse bizle iletişim kurmak istemiyor. Bu süre içerisinde hem arıyoruz hem mağazaya gidiyoruz ama hiçbir şekilde bilgi verilmiyor. Sürekli ""biz size bilgi vereceğiz"" deniyor ama arama zahmetinde bile bulunmuyorlar. 02.07.2024 tarihinde mağazayı aradım. M***** hanımla görüşmek istediğimi söyledim. Fakat telefona çıkan A**** hanım, M***** hanımın burada olmadığını söyledi. Berjerlerin durumu hakkında bilgi almak istedim kendisi de dönüş yapmadığını her zamanki gibi sistemin kapalı olduğunu ve dalga geçerek unuttuğunu söyledi. Sistemin 1 gün önce açılmasına rağmen bize bilgi vermediğini öğrendiğimde sinirlendim ve bu durumun bir an önce çözülmesini söyledim, berjerlerin en kısa sürede tarafıma ulaşmasını istedim. Bize yine süreyi uzatarak berjerlerin tarafımıza ulaşma tarihinde net bir bilgi vermedi. Biz de bu durum karşısında süreyi hızlandırmaları için gereken her şeyin yapılmasını istedim. Tarafımıza haksızlık yapıldığını düşündüğümüz için çok sinirlendim, satış noktasında bizimle ilgilenen M***** hanıma bu süre zarfında hiç ulaşamadık ve telefonlara hiç çıkmadı. Ve kendisinin hep orada olmadığını söylettirerek telefonlardan kaçtı. En sonda ben A**** hanımla konuşurken M***** hanıma şikayetimi dile getirdiğimde orada olmayan M***** hanım birden telefonda belirdi. Telefona birden çıkması bize yalan söylediğinin ispatıdır. Bana karşı kaba bir üslupla hakaret edip berjerleri ""bekleyeceksiniz! "" gibi kaba bir tabirle sert çıkarak konuşmamı bitirmeden telefonu suratıma kapattı. Tüketici olarak mağdur edildim."
4343,"Merhabalar, 01.05.2024 tarihinde Ponçik diye bir yerden ürün sipariş ettim ancak tam 63 gün oldu. Ürünüm gönderilmedi. Defalarca mesaj attım, ürünümün son durumunu soruyorum. Mesaj ile olmadı, para iadesi istiyorum. Mesaj ile verilen cevap: 'Çok yoğunuz, beklememizi rica ederiz.' diyorlar. Ben mağdur oldum. Paramın iadesini talep ediyorum."
4344,Penti.com dan bir deniz ayakkabısı aldım. Aldığım deniz ayakkabısı yerine bambaşka bir ürün gönderildi. Patik tarzı bir deniz ayakkabısı iletildi. Benim satın alırken görsel olarak gördüğüm ürün ne ise onun tarafıma gönderilerek mağduriyetimin giderilmesini talep ediyorum. Mağazanız ürün barkodunun satıl aldığım ürün ile aynı olduğunu iletti. Ben tüketici olarak ürün barkodunu nereden bileyim? Görsel ne ise o dur. Haklarımın bilincindeyim. Para iadesi yapacağını söyledi. Kesinlikle kabul etmiyorum. Ürün gönderilmemesi halinde CİMER ve Ticaret Bakanlığı üzerinden de şikayet ileteceğim konusunda hiç şüpheniz olmasın.
4345,25 Haziran 2024 tarihinde yardım başvurusu adı altında bilgilerimi verdim. Yorumları okuduktan sonra içime kuşku düştü hiçbir şekilde adıma yapılacak hiçbir şeyi kabul etmiyorum. Gereğinin yapılmasını istiyorum. Bu durumdan mağdur olmak istemiyorum. Dikkate alınmasını istiyorum gereğini arz ederim
4346,"Vavrattan balkon takımım 43 gündür teslim edilmedi, müşteri hizmetleri telefonlara cevap vermiyor!, sürekli bu hafta içi diye diye 43 günü buldu. Ev taşıyacağız onları bekliyoruz. Müşteri memnuniyeti sıfır!. Benim gibi mağdur çok var, bir an önce giderin mağduriyetimizi!"
4347,Trt1 sinyal yok hatası veriyor. Ve bu sorun hala devam ediyor. Bugün milli maçımız var ve trt1 den sorunsuz bir şekilde izlemek istiyoruz. Lütfen halkın sesine kulak verin. Bu konuyla alakalı sürekli aynı açıklamalar ama çözüm yok. Bir an önce çözüm bulunmalı.
4348,"On Hesap On Plus Hesaba Para Attım, Saat 17.39'da. Taahhüt ettiği gibi ""on Hesap’ta saat 18:15-05:00 aralığında hesabında oluşan bakiyenin bir kısmı vadesizde bırakılır ve kalan tutar vadeli hesaba aktarılarak gecelik mevduat faizi işler. "" Demesine rağmen mevduat faizi işlemedi ve aşağıda görüldüğü gibi faiz işlenmemiştir."
4349,"Kit upp uygulamasına abone oldum, memnun kalmadığım için aboneliğimi sonlandırdım ama benden 2 aydır ücret kesmeye devam ediyor. Firmaya ulaşamıyoruz herhangi bir telefon numaraları yok, bir mail ile ulaştım ama bana tamamen otomatik mail cevap veriyorlar ne yazsam sürekli aynı cevap geliyor. Yok mu bu firmanın bir sahibi bir ilgileneni!"
4350,"Mobil hat kullanıyorum, defalarca denedim ancak asla müşteri hizmetlerine ya da şikayet bölümüne bağlanamıyorum. Sadece kampanya tanıtımı yapıp kapanıyor. Neden müşteri hizmetlerine ulaşamıyoruz? Mobil hat kullanıyorum, defalarca denedim ancak asla müşteri hizmetlerine ya da şikayet bölümüne bağlanamıyorum. Sadece kampanya tanıtımı yapıp kapanıyor. Neden müşteri hizmetlerine ulaşamıyoruz?"
4351,"Kayseri PTT (PKDM) şubesinde kartımız var. 1 haftadır teslim edilecek, daha edecekler. Bugün de evde olmamıza rağmen kurye, 'evde kimse yoktu' diye kargo takip yerine yazmış. 'Kapalı, haber kağıdı bırakıldı' olarak yazıyordu ama o kağıt da yok. Arayıp dediğimizde ise bugün yoğunluk var, yetiştirirse teslim eder, yetiştiremezse de yarın teslim eder diyorlar. Biz her gün PTT kargoyu beklemek zorunda mıyız?"
4352,"Ürünü Trendyol'dan 9 Haziran 2024de Trendyol'dan satin aldım. 10 Haziran tarihinde kargoya verildi. Kargo şirketi ürünü teslim aldık ama kurban bayramından sonra teslim edeceğiz diye beni arayıp bilgilendirdiler. Bayramdan sonra bekle bekle... 2 Temmuz oldu. Halen bekliyoruz. Firma numaraları açmıyor, engellemiş, evdemo lojistik ya bekletiyor 10_15 dakika, ya da açtığında en geç yarin teslim deyip oyalıyor. Ben Evdemo lojistikten şikayetçiyim."
4353,"Facebook'ta karşıma çıkan reklamdan görüp sipariş verdim fakat yanlış ürün gönderiyorlar. Bambu kumaş değil, bildiğiniz yemeni. Önünde ikinci bir astarı yok, transparan resmen. Cam bezi bile olmaz. Siteye ulaşamıyorum. Üç renk istedim, hepsi siyah ve çok kalitesiz. Muhatap da bulamıyorsunuz. Reklam yanıltıcı. İpek Boxer online sitesinden şikayetçiyim. 600 liram gitti, başkalarını da yanıltmasınlar. Tüketici hakem heyetini reklam kurulunda şikayet edeceğim."
4354,"8 yıllık bein üyesiyim. Tarafıma gelen telefonda daha ucuz bir üyelik yapılamayacağı, benden daha ucuza bir üye kullandığında gerekli düzenleme yapılacağı söylenerek üyeliğim yenilendi. Şimdi etrafımda herkes benden ucuza kullanıyor. İptal ettirmek istiyorum. Kabul edilmiyor. Fiyat güncellemesi de yapılmıyor. Mağduriyet yaratılıyor. Aynı kampanya kimine 199 kimine 279 kimine 420 kimine 600 kime ne tuttururlarsa mantığıyla hareket ediyorlar. Aynı tarifeyi aynı fiyata kullanmak istiyorum"
4355,"Superonline internet altyapısını değiştirdiler. İnternet hızımı 1000 Mbps çıkardılar ancak 4 aydır muntazam faturalarımı yatırdığım halde vaat ettikleri hızı bir türlü alamadım. Hız devamlı 100 Mbps'lerde geziyor, bazen 10 Mbps'ye düşüyor. Müşteri hizmetlerini aradığım zaman 'güncelleme yaptık, hız testi yapar mısınız?' diyorlar. Hız testi yapınca vaat ettikleri 800 Mbps hıza çıkıyor ama telefonu kapattıktan sonra hız gene 100 Mbps'ye düşüyor. Sorunun çözülmesini istiyorum. Altyapı olarak 1000 Mbps hazır değilse tekrardan 100 Mbps paketine geçmek istiyorum. Alamadığım hızın 476 TL parasını ödemek istemiyorum."
4356,Mayıs 2021 de Arçelik'ten bulaşık makine aldım. 3 yıl garantisi olduğu için mayıs 2024 te garantisi bitiyordu. Nisan 2024 te bulaşık makinesi arıza verdi servis çağrıldı. Tuz haznesinde sorun olduğu tekrar aynı hatayı verirse kart ve tuz haznesi değişmesi gerektiği servis tarafından bize bilgilendirildi. Nisan ayında tekrar aynı arıza verdi gelen servis ayarları yapılıp arızanın giderildi bilgisi verildi. Haziran başında tekrar aynı arıza verdi. Gelen servis tuz haznesi ile kart değişimi gerektiği bilgisi verildi. Bunun garanti süresi içerisinde iki defa arıza verdiğini garantinin bitiminin hemen sonrasında parça değişimin gerektiğini kabul etmedim. Arçelik müşteri hizmetlerini arayıp durumu ilettim. Müşteri hizmetleri servis yönlendireceğini söylüyor. Servis atandıktan sonra servis tarafından aranıp arızayı biliyoruz gelmeden ücreti kabul ediyorsanız gelip parça değişimi yapalım bilgisi veriliyor. Müşteri hizmetleriyle servis arasında bir iletişim sıkıntısı yaşanıyor. Bulaşık makinemin garanti süresinde bozulduğu ve hiçbir işlem yapılmadığı için garanti süresi dışında benden parça bedeli istenmektedir. Mağduriyetim hiçbir şekilde giderilmedi gerekli yerlere şikayette bulunacağım. Bu kadar kurumsal bilinen bir firma mağduriyeti giderememektedir.
4357,"Metka Hukuk diye bir yer arayıp mesaj atıp icra takibiniz var, bunu ödemeniz lazım diye beni tehdit ediyorlar. Daha önce de G** Hukuk Bürosu'ndan aynı şekilde aradılar, aynı şeyleri söylediler. Buradan şikayette bulununca yanlışlık olmuş, isim karışıklığı diye özür dileyip şikayetimi kaldırmamı istediler. Şimdi de Metka Hukuk aynısını yapıyor. Bunlar hukukçu mu, yanıltıcı mı?"
4358,"Haziran’ın 20’sinde kredi ödemem için Akbank ATM'sine gittim. ATM paramı yuttu, kredimi ödeyemedim. Bu yüzden çok mağdur oldum. Hiç kimse, ilgililerden hiç kimse on günden fazla oldu. Beni aramadı. Bu kredinin faizini ödemek istemiyorum. Gereken yapılsın lütfen."
4359,Sürat Kargo kargo takip sisteminde kargom 4 gün önce teslim edilmiş görünüyor ama bana teslim edilmedi onu da açıp bakmasam öğrenemeyeceğim. Şubeyi arıyorum ama ulaşamıyorum 10 dakika boyunca bekledim arka fonda müzik çalıp duruyor. Yapamayacaksanız bırakın bu işi neden insanları mağdur ediyorsunuz?
4360,"Tecno spark 20 Pro cihazımda jiroskop geç tepki veriyor. Bu durum oyun performansımı kötü etkiliyor. Sorunu çözemedim. Farklı yollar denedim, kalibrasyon ayarı yapmaya çalıştım. Farklı uygulamalar üzerinden ancak çözüm bulamadım. Yeni aldım cihazı, bu nedenle pek memnun kalmadım. Sorunun acil çözülmesini talep ediyorum."
4361,"5 Mayıs 2024 Tarihinde Vatan Bilgisayar online üzerinden SPR23237042 sipariş koduyla alışveriş yaptım. Ürünü teslim aldım. Ürün Philips dik süpürge. Kutunun güvenlik bandrolü yok. Ürünü çıkardım kutusundan ve prize taktım çalışmıyor. Yasal süre içerisinde Vatan Bilgisayar WP üzerinden iade kaydı açtım ve ürünü gönderdim. Ürünü iade etmek istediğimi belirttim. Onlar da ürün kullanılmadıysa ve gerçekten çalışmıyorsa iade edilir dediler. Aradan 15 gün geçtikten sonra ürün bana servis tarafından değişim yapıldığı iddia edilerek, hasarlı bir kutu içerisinde geri gönderildi. Ben de tekrar Vatan bilgisayarı aradım, ben kanuni iade hakkımı kullanıyorum, değişim talep etmedim dedim. Zaten kutusu parçalanmış, her tarafı bantlanmış bir ürünün tamir görmediğini nereden bileceğim. Aradan 10 gün geçti, iade akıbetini öğrenmek için Vatan bilgisayarı aradım. Karşımda oldukça dik konuşan bir hanımefendi, ürünü markaya yolladık, onlar karar verecek dedi. Dedim neyine karar verecekler, ben sizden almışım ürünü, bozuk çıkmış, servis bozuk olduğunu tescillemiş, neyin kafasını yapıyorsunuz dedim. Sonuç olarak bir süpürge aldım, 2 ay oldu, ne süpürgeyi kullanabildim, ne iade edebildim. Oyun oynuyorlar benimle."
4362,Jolly Tur Pendik şubesi Carnival turizm Bodrum Turgutreis te 3 yıldız oteli 4 yıldız olarak tatil olarak verdi. Bu durumdan senede bir defa yapacağımız tatili mahvetti. Acente yöneticisi t** b**.
4363,"Aras Kargo Modoko şubesi asla kargolarımı getirmiyor, tüm kargoların bulduğu adresi ne hikmetse kendileri bulamıyor. Şubemizden alabilirsiniz gibisinden bir yazı ile karşılaştım. Kargomu şubeden almak istesem zaten şubenin adresini verirdim. Kargomun tekrar dağıtıma çıkarılmasını talep ediyorum!"
4364,"1 Haziran 2024 tarihinde aracımı arkadan hasarından dolayı yetkili servise bıraktım onarım için. Aracı teslim alırken ve aldığımda onarılan tüm parçalar problemli durumda. Arka bagaj tam kapanmıyor, sol lastik içi davlumbaz vidası eksik tampon birleşmemiş açıklık mevcut tampon boyasında birikme mevcut topaklanmış. Kısaca yetkili serviste aracım uygunsuz yerde yapılmış gibi teslim aldım. Kesinlikle bir daha bu servise aracı götürmem."
4365,7W000KEKM PNR numaralı 29.06.2024 saat 23.59 Eskişehir-Muğla seferinde Eskişehir de bavulumu otobüse teslim ettim. Bana bagajımla alakalı herhangi bir numara verilmedi ve nedenini sorduğumda ellerinde bagaj fişi olmadığını söylediler. Muavine içinde değerli eşyalarım olduğunu olası bir durumda ne olacağını sordum ve sorumluluk bize ait dedi. Sabah 10.00-10.30 arasında Muğla da indiğimde muavinden bagajımı teslim etmelerini söyledim fakat bavulumu bulamadılar ve yanlışlıkla başka bir yolcuya vermiş olabileceklerini konuyla alakalı yolculara ulaşıp bagajımı bulacaklarını söylediler ve gün içinde konuyla alakalı tarafıma dönüş yapacaklarını bildirdiler. 30.06.2024 saat 17 civarında aradılar ve bagajı bulamadıklarını ve biraz daha süre istediklerini belirttiler. Dünden beri aramadığım numara kalmadı hepsi başka bir yere yönlendirdi hala da dönüş alamadım. Konuyla alakalı mağdurum ve acil destek bekliyorum aksi takdirde şikayetçi olacağımı bilginize sunarım.
4366,İadem kabul edilmedi. Giymedim etmedim resmen iftira attılar. Modahiro adlı satıcıdan aldığım ürünü ertesi gün iade etmeme rağmen lekeli diyerek bana dönüş sağladı. Asla kabul etmiyorum bu işin peşinde bırakmayacağım çünkü yalan müşteri ile asla alakası olmayan bir kurum ürün bana olmadı. Bedenime uymadı. Üstü bol altı dar olduğu için iade ettim. Ama öyle bir sonuç geldi ki giymediğim halde ürün lekeli diyerek arandım.
4367,"6 gece rezervasyon yaptık ama sadece bir gece dayanabildik. Ben hayatımda böyle bir otel görmedim. Odanız temiz denildi, kendi kendimize odaya çıktık, her yer saç ve deniz kumu içindeydi, toz alınmamıştı bile. Ekstra temizlik çağırdık, geldi ama o kadar pisti ki yetkili tozu süpürge ile alamadı. Arabadan bez alıp eliyle temizledi."
4368,"Bahçe Mobilyam dönüş yapmayan bir firma. Onca km yol gittik seçtik, ölçüler alındı ama sonra dönüş yok. 3 kez aradım dönüş yapacağız deyip asla yapılmadı. Sonra başka numaradan arayınca da saygısızca bir konuşmayla karşılaştım. Satış yapmayacaksanız insanların zamanını almayın lütfen."
4369,Sünnet mevlüdümüz için nisan ayında Gazi Organizasyon'dan palyaço kiraladım. 30 Haziran dün mevlüde 2'de gelmesi gereken palyaço 2.30'da geldi. Neyse genç küçük bir kızdı üstünü değiştirdi çıktı sadece üzerine palyaço tulumu giymiş ne palyaço makyajı ne de burnu var saçları da salık peruk da yok. Çocukları topla diyorum öyle bakıyor bana biz anons geçtik içeride palyaço var diye. 1 hafta önce başka bir sünnetteki genç bir çocuk vardı geldi masa masa gezdi bütün çocuklara adını sordu şarkılar falan bayağı eğlendirdi. Bize gelende sanki balon şişirmeye gelmiş hiç konuşmadan balon şişiriyor sadece. Pasif utangaç bir kız. Geldi sadece balon şişirdi yüz boyadı gitti. Neyse bugün kiraladığım yere memnun kalmadığımı söylediğimde bana verdiği cevap şu o paraya ancak bu oluyor tecrübeliler 2500 TL. Ne alaka ben nisan ayında tuttum diye palyaçoyu ben suçlu oldum. Yani tam bir fiyasko!
4370,Instagram hesabı üzerinden. Evde paketleme paketleme_dünyasi adı altındaki hesaptan arkadaşım sabun paketle işi aldığını zannedip istedikleri 550 liraya gönderdikten sonra. Her yerden engellediler.
4371,Biletino dan 3 Ağustosta olacak konsere bilet aldım. O gün gidemeyeceğim için dün bir ay var olan konsere iptal etmek için talep yolladım. Fakat politika gereği iptal olmuyormuş. Ben böyle saçma bir şey görmedim aldıktan sonra iade etme hakkımız yokmuş. İade etmeye izin vermiyor başkasına satmaya da izin vermiyor. Ben bu kadar tüketici düşmanı bir bilet sitesi görmedim. Hem iade etme hakkı vermiyor hem de başkasına satmama izin vermiyor. Bu bileti iade etmek istiyorum.
4372,"23.05.2024 tarihinde Ispartakule/Avcılar İstanbul Vivense şubesinden f69e06981617 sipariş numaralı yatak odası takımını satın aldım ve ücretin tamamını+kurulum ücretini şube hesabına EFT ile gönderdim. 5 Haziran’da sadece gardırop tarafıma teslim edildi. Bugüne kadar türlü bahanelerle oyalandım ve bugün kalan parçaların teslim edilmeyeceğini, muadil ürün olmadığını ve iade almayacaklarını, paramı da iade etmeyeceklerini beyan ettiler. Sadece dolaba uymayan farklı model ve renkte ürün sunabileceklerini söylediler. Defalarca müşteri hizmetlerini aradım, şubeyi hem aradım hem ziyaret ettim, suni çözümler sunup sonra merkezin onaylamadığını söylediler. Ispartakule Vivense beni mağdur etmiştir, 1,5 aydır koltukta yatıyorum ve takım satın almama rağmen ürünlerime ulaşamıyorum. Gerekli mercilerin yardımını talep ediyorum. Tüketici Hakem Heyeti'ne ve CİMER’e başvuracağımı beyan ediyorum."
4373,Türk Telekom yüksek fatura için mobil uygulamada gördüğüm kullanımlar bilgim dışındadır. 999 lira fatura ödedim. Ayrıntıları veya abonelik var ise iptali için defalarca müşteri hizmetlerine ulaşmaya çalışıyorum. Saatlerce hatta müzik dinledim. Müşteri hizmetlerine bağlandığım anda hat kesildi. Abonelikleri iptal etmemek için mi yanıt verilmiyor. Şikayetim giderilmediği takdirde başka operatöre geçeceğim.
4374,"Xiaomi Note 10 Pro 1 yıl içinde 2 defa arıza çıkardı. Sıvı teması, şarj soketi, sim kart yuvası ne KVK ne de garanti işe yaramıyor ve sürekli ücret talep edip duruyorlar. Kullanıcı hatası diye telefonu Ankara Xiaomi bayisinden aldık ama telefonu İstanbul KVK'ya gönderiyorlar. Bir de onun için 15-20 gün bekliyoruz ve sonuç hep hüsran. Kullanıcı hatası deyip ücret talep ediyorlar ya da bize haber vermeden telefonu geri gönderiyorlar, tamir edilmeden."
4375,TÜBİTAK bilsem kamusm tarafından tarafıma elektronik imza gönderildi. E imzam AGT kuryeye 10 Haziran 2024 tarihinde ulaştığı halde tarafıma defalarca aradığım halde gönderilmedi. 28 Haziran 2024 te kendim gidip teslim aldım. Daha kötü bir kurye olamaz herhalde. Vatandaşların mağdur olmaması için bundan sonra daha dikkatli olurlar umarım.
4376,"Obilet'ten aldığım Metro Turizm'e ait olan biletimin iptali gerçekleşti fakat 17/06/2024 tarihinden beri hala kartıma para iadem yapılmadı ve asla yetkili biri ile görüşemiyorum. Metro Turizm şirketi iademi yapmıyor, Obilet iptalin gerçekleştiğini, her şeyin Metro Turizm'de bittiğini söylüyor."
4377,Türkiye Finans bankacılığı İstanbul Avcılar şubesine yaklaşık 1 aya yakındır ulaşmaya çalışıyorum. Ödemesi yaklaşan bir kredim var ve buna faiz bindiği anda sorumlusu İstanbul Avcılar şubesidir. Ya bu kadar sorumsuz bu kadar had bilmez bir şube olamaz. Mailden ulaşmaya çalıştım geri dönüş yok. Şubeyi aradım geri dönüş yok. Ama bundan sonra bankacılığınızla olan bütün alakamı kesip çevremde ne kadar insan varsa sizden işlem yapmaması için elimden geleni yapacağım. Buradan şikayet etmeme rağmen bile geri dönüş yok
4378,"Bilgi, Sunbul Hukuk diye hukuk bürosu olduğunu söyleyen kişi/kişilerden 0312 905 53 72 numaralı telefon bilgileri içeren, dosyanız hukuk büromuza devredilmiştir mağdur olmamak için arayınız şeklinde mesajlar aldım. Emin olmama rağmen ben kontrollerimi yaptığımda hiçbir yasal borcum olmadığını gördüm. Bu sebeple, Sunbul Hukuk'tan ya da buna benzer yanıltıcı hukuk büroları adı altında yerden hiçbir suçlamayı, adıma açılacak ya da açılmış olan hiçbir hesabı, kredi başvurusunu, para transferlerini, kumar işlemlerini, alım-satım, devir, kefil işlemlerini ve kaçak bahis site işlemlerini onaylamıyorum, sorumluluk kabul etmiyorum. Hiçbir ceza dosyam bulunmamakta olup, bu tür bir mesajla karşı karşıya kaldım. Herhangi bir suçlamayı, adıma açılabilecek veya açılmış olan hesapları, kredi başvurularını, para transferlerini, kumar işlemlerini, alım-satım, devir, kefil ve kaçak iddia bahis işlemlerini onaylamıyor ve hiçbir sorumluluk kabul etmiyorum."
4379,"Metka Hukuk diye bir mesaj geldi. Müvekkil firmamıza borcunuz varmış, uzlaşalım diye. Devlet nasıl bunlara izin veriyor, anlamış değilim. Böyle mesajlar engellenmeli. Böyleleri milleti nasıl yanıltırım derdinde."
4380,VakıfBank'tan kredi kullanmak istiyorum ama bana başka banka ile ödeme sorununuz var diyor. Ben kredi kartımın tamamını kapattım ama hiçbir dönüş sağlanmadı ve VakıfBank ödemelerim gününde olmaktadır. Bu konunun acilen çözülmesini ve bana dönüş yazılmasını talep etmekteyim.
